# IDs selecionados com limite de 25.0% das imagens
# Total imagens dataset: 202599
# Imagens selecionadas: 50648
# Percentual: 25.00%
# Data: 2025-12-18 20:09:01

2820	35
3782	35
3227	35
3745	34
3699	34
8968	32
9152	32
9256	32
4262	31
4887	31
6568	31
1757	31
2114	31
9840	31
4126	31
4740	31
4978	31
2880	30
2937	30
8692	30
5805	30
4153	30
9040	30
6369	30
3332	30
7081	30
1854	30
4905	30
2464	30
6642	30
9290	30
3670	30
1603	30
5512	30
3272	30
4407	30
5239	30
2079	30
4125	30
6318	30
9177	30
4310	30
1446	30
3896	30
8443	30
545	30
10144	30
2879	30
6204	30
3316	30
1499	30
1175	30
5127	30
6145	30
5578	30
5472	30
4876	30
7399	30
4960	30
6746	30
4988	30
273	30
4323	30
1946	30
5794	30
8833	30
3325	30
4731	30
7256	30
6802	30
3705	30
7541	30
4225	30
59	30
7222	30
5173	30
6679	30
5609	30
2522	30
5151	30
5787	30
8776	30
3485	30
4099	30
6565	30
800	30
5311	30
1435	30
6282	30
3055	30
4328	30
2463	30
78	30
6844	30
5189	30
9341	30
4258	30
7367	30
2219	30
1472	30
5815	30
142	30
5246	30
3376	30
4945	30
1322	30
4811	30
1817	30
6718	30
4664	30
4288	30
449	30
614	30
3986	30
7524	30
4561	30
3808	30
4686	30
7071	30
9213	30
6936	30
1634	30
5489	30
1204	30
6235	30
3118	30
6440	30
6330	30
2136	30
9027	30
6394	30
3449	30
2150	30
3175	30
2249	30
8939	30
1371	30
9701	30
8514	30
3875	30
1535	30
2239	30
6351	30
2030	30
8469	30
4819	30
2134	30
975	30
2965	30
1250	30
10010	30
5611	30
9886	30
951	30
1213	30
2026	30
4150	30
4438	30
3034	30
4496	30
6023	30
5784	30
6353	30
3203	30
147	30
3501	30
9672	30
6858	30
5193	30
7133	30
1035	30
5329	30
1362	30
3625	30
3029	30
2063	30
6792	30
5176	30
9123	30
4080	30
7346	30
10130	30
3027	30
9192	30
4991	30
6361	30
8916	30
9047	30
22	30
1723	30
1984	30
8820	30
8365	30
9712	30
4446	30
3356	30
6458	30
4374	30
1997	30
6280	30
2156	30
6803	30
2930	30
10029	30
10015	30
5147	30
5046	30
10163	30
7866	30
2097	30
924	30
2897	30
3129	30
1725	30
9722	30
6191	30
6691	30
5200	30
4395	30
32	30
9808	30
10042	30
5903	30
2193	30
6461	30
1531	30
3431	30
6546	30
1811	30
5235	30
8485	30
4717	30
5530	30
5415	30
1565	30
5341	30
7318	30
3279	30
8419	30
334	30
3148	30
9023	30
3436	30
4951	30
2611	30
7180	30
3149	30
3407	30
7386	30
3475	30
3981	30
8208	30
1862	30
1885	30
5407	30
10095	30
9730	30
5702	30
6286	30
2238	30
1496	30
397	30
7265	30
8882	30
3212	30
1960	30
6327	30
2887	30
4306	30
1566	30
2518	30
1050	30
5310	30
2524	30
6079	30
1062	30
9184	30
7126	30
3195	30
4334	30
2580	30
8313	30
8905	30
8597	30
4923	30
8946	30
8627	30
7294	30
3504	30
665	30
10000	30
3788	30
5953	30
9028	30
3357	30
1686	30
8722	30
2245	30
6164	30
6162	30
1272	30
4166	30
4316	30
3725	30
9206	30
5833	30
6682	30
2250	30
4687	30
492	30
65	30
3090	30
2969	30
2461	30
3404	30
6263	30
9719	30
5361	30
7406	30
7094	30
5932	30
1423	30
1137	30
5181	30
5706	30
8482	30
6163	30
9967	30
4236	30
6346	30
7174	30
7124	30
2613	30
8825	30
10080	30
1368	30
4268	30
6311	30
1318	30
467	30
7353	30
4094	30
